"affy_hg_u133_plus_2","ensembl_gene_id","gene_biotype","external_gene_name","p_value"
"211427_s_at","ENSG00000241409","lncRNA","",NA
"213468_at","ENSG00000104884","protein_coding","ERCC2",NA
"211427_s_at","ENSG00000115474","protein_coding","KCNJ13",NA
"210179_at","ENSG00000115474","protein_coding","KCNJ13",NA
"213411_at","ENSG00000008277","protein_coding","ADAM22",NA
"210927_x_at","ENSG00000143543","protein_coding","JTB",NA
"210434_x_at","ENSG00000143543","protein_coding","JTB",NA
"210377_at","ENSG00000005187","protein_coding","ACSM3",NA
"213439_x_at","ENSG00000108309","protein_coding","RUNDC3A",NA
"211940_x_at","ENSG00000235655","processed_pseudogene","H3P6",NA
"213828_x_at","ENSG00000235655","processed_pseudogene","H3P6",NA
"211039_at","ENSG00000138435","protein_coding","CHRNA1",NA
"213025_at","ENSG00000066654","protein_coding","THUMPD1",NA
"210094_s_at","ENSG00000148498","protein_coding","PARD3",NA
"212743_at","ENSG00000163743","protein_coding","RCHY1",NA
"212749_s_at","ENSG00000163743","protein_coding","RCHY1",NA
"213420_at","ENSG00000163214","protein_coding","DHX57",NA
"211284_s_at","ENSG00000030582","protein_coding","GRN",NA
"209460_at","ENSG00000183044","protein_coding","ABAT",NA
"209459_s_at","ENSG00000183044","protein_coding","ABAT",NA
"212239_at","ENSG00000145675","protein_coding","PIK3R1",NA
"212249_at","ENSG00000145675","protein_coding","PIK3R1",NA
"212240_s_at","ENSG00000145675","protein_coding","PIK3R1",NA
"210343_s_at","ENSG00000197901","protein_coding","SLC22A6",NA
"212784_at","ENSG00000079432","protein_coding","CIC",NA
"213737_x_at","ENSG00000261739","protein_coding","GOLGA8S",NA
"210425_x_at","ENSG00000175265","protein_coding","GOLGA8A",NA
"210424_s_at","ENSG00000175265","protein_coding","GOLGA8A",NA
"213650_at","ENSG00000175265","protein_coding","GOLGA8A",NA
"213142_x_at","ENSG00000186088","protein_coding","GSAP",NA
"210078_s_at","ENSG00000169282","protein_coding","KCNAB1",NA
"210471_s_at","ENSG00000169282","protein_coding","KCNAB1",NA
"210079_x_at","ENSG00000169282","protein_coding","KCNAB1",NA
"210705_s_at","ENSG00000132256","protein_coding","TRIM5",NA
"209866_s_at","ENSG00000150471","protein_coding","ADGRL3",NA
"209867_s_at","ENSG00000150471","protein_coding","ADGRL3",NA
"213098_at","ENSG00000144580","protein_coding","CNOT9",NA
"213179_at","ENSG00000144580","protein_coding","CNOT9",NA
"213418_at","ENSG00000173110","protein_coding","HSPA6",NA
"213418_at","ENSG00000225217","unprocessed_pseudogene","HSPA7",NA
"211166_at","ENSG00000289731","lncRNA","FAM153B",NA
"212739_s_at","ENSG00000103202","protein_coding","NME4",NA
"210905_x_at","ENSG00000237872","processed_pseudogene","POU5F1P4",NA
"210320_s_at","ENSG00000278053","protein_coding","DDX52",NA
"212834_at","ENSG00000278053","protein_coding","DDX52",NA
"213637_at","ENSG00000278053","protein_coding","DDX52",NA
"213326_at","ENSG00000139190","protein_coding","VAMP1",NA
"213356_x_at","ENSG00000135486","protein_coding","HNRNPA1",NA
"212087_s_at","ENSG00000132591","protein_coding","ERAL1",NA
"213934_s_at","ENSG00000261611","protein_coding","",NA
"211299_s_at","ENSG00000132589","protein_coding","FLOT2",NA
"213407_at","ENSG00000040199","protein_coding","PHLPP2",NA
"212779_at","ENSG00000138688","protein_coding","KIAA1109",NA
"210261_at","ENSG00000082482","protein_coding","KCNK2",NA
"213041_s_at","ENSG00000099624","protein_coding","ATP5F1D",NA
"212839_s_at","ENSG00000116747","protein_coding","RO60",NA
"210438_x_at","ENSG00000116747","protein_coding","RO60",NA
"213027_at","ENSG00000116747","protein_coding","RO60",NA
"212852_s_at","ENSG00000116747","protein_coding","RO60",NA
"213584_s_at","ENSG00000137504","protein_coding","CREBZF",NA
"212160_at","ENSG00000184575","protein_coding","XPOT",NA
"211184_s_at","ENSG00000006611","protein_coding","USH1C",NA
"213737_x_at","ENSG00000249931","protein_coding","GOLGA8K",NA
"209863_s_at","ENSG00000073282","protein_coding","TP63",NA
"211194_s_at","ENSG00000073282","protein_coding","TP63",NA
"211195_s_at","ENSG00000073282","protein_coding","TP63",NA
"211834_s_at","ENSG00000073282","protein_coding","TP63",NA
"211193_at","ENSG00000073282","protein_coding","TP63",NA
"213464_at","ENSG00000129946","protein_coding","SHC2",NA
"211167_s_at","ENSG00000106633","protein_coding","GCK",NA
"212841_s_at","ENSG00000166387","protein_coding","PPFIBP2",NA
"213230_at","ENSG00000109089","protein_coding","CDR2L",NA
"210353_s_at","ENSG00000103546","protein_coding","SLC6A2",NA
"210149_s_at","ENSG00000167863","protein_coding","ATP5PD",NA
"209570_s_at","ENSG00000168824","protein_coding","NSG1",NA
"213533_at","ENSG00000168824","protein_coding","NSG1",NA
"209569_x_at","ENSG00000168824","protein_coding","NSG1",NA
"212513_s_at","ENSG00000077254","protein_coding","USP33",NA
"212886_at","ENSG00000198624","protein_coding","CCDC69",NA
"212277_at","ENSG00000108389","protein_coding","MTMR4",NA
"210036_s_at","ENSG00000055118","protein_coding","KCNH2",NA
"209727_at","ENSG00000196743","protein_coding","GM2A",NA
"212737_at","ENSG00000196743","protein_coding","GM2A",NA
"210680_s_at","ENSG00000127241","protein_coding","MASP1",NA
"213749_at","ENSG00000127241","protein_coding","MASP1",NA
"213119_at","ENSG00000123643","protein_coding","SLC36A1",NA
"212199_at","ENSG00000178988","protein_coding","MRFAP1L1",NA
"212441_at","ENSG00000170871","protein_coding","KIAA0232",NA
"213720_s_at","ENSG00000127616","protein_coding","SMARCA4",NA
"212520_s_at","ENSG00000127616","protein_coding","SMARCA4",NA
"213842_x_at","ENSG00000106133","transcribed_unprocessed_pseudogene","NSUN5P2",NA
"213670_x_at","ENSG00000106133","transcribed_unprocessed_pseudogene","NSUN5P2",NA
"213773_x_at","ENSG00000106133","transcribed_unprocessed_pseudogene","NSUN5P2",NA
"213460_x_at","ENSG00000106133","transcribed_unprocessed_pseudogene","NSUN5P2",NA
"211086_x_at","ENSG00000137601","protein_coding","NEK1",NA
"213328_at","ENSG00000137601","protein_coding","NEK1",NA
"213331_s_at","ENSG00000137601","protein_coding","NEK1",NA
"210695_s_at","ENSG00000186153","protein_coding","WWOX",NA
"213893_x_at","ENSG00000229018","unprocessed_pseudogene","PMS2P7",NA
"213893_x_at","ENSG00000273897","unprocessed_pseudogene","PMS2P8",NA
"210707_x_at","ENSG00000273897","unprocessed_pseudogene","PMS2P8",NA
"210707_x_at","ENSG00000285702","lncRNA","",NA
"213893_x_at","ENSG00000277125","unprocessed_pseudogene","PMS2P14",NA
"210707_x_at","ENSG00000277125","unprocessed_pseudogene","PMS2P14",NA
"213893_x_at","ENSG00000174384","unprocessed_pseudogene","PMS2P6",NA
"210707_x_at","ENSG00000174384","unprocessed_pseudogene","PMS2P6",NA
"210707_x_at","ENSG00000123965","unprocessed_pseudogene","PMS2P5",NA
"213893_x_at","ENSG00000276840","transcribed_unprocessed_pseudogene","PMS2P13",NA
"213893_x_at","ENSG00000273598","transcribed_unprocessed_pseudogene","PMS2P10",NA
"213893_x_at","ENSG00000278416","translated_unprocessed_pseudogene","PMS2P2",NA
"209805_at","ENSG00000187953","transcribed_unprocessed_pseudogene","PMS2CL",NA
"210216_x_at","ENSG00000113456","protein_coding","RAD1",NA
"210158_at","ENSG00000175595","protein_coding","ERCC4",NA
"211974_x_at","ENSG00000168214","protein_coding","RBPJ",NA
"213034_at","ENSG00000160584","protein_coding","SIK3",NA
"211841_s_at","ENSG00000215788","protein_coding","TNFRSF25",NA
"210847_x_at","ENSG00000215788","protein_coding","TNFRSF25",NA
"211282_x_at","ENSG00000215788","protein_coding","TNFRSF25",NA
"213844_at","ENSG00000106004","protein_coding","HOXA5",NA
"209905_at","ENSG00000078399","protein_coding","HOXA9",NA
"213823_at","ENSG00000005073","protein_coding","HOXA11",NA
"210891_s_at","ENSG00000233369","transcribed_processed_pseudogene","GTF2IP4",NA
"213212_x_at","ENSG00000230373","transcribed_unprocessed_pseudogene","GOLGA6L5P",NA
"211921_x_at","ENSG00000187514","protein_coding","PTMA",NA
"212178_s_at","ENSG00000205578","unprocessed_pseudogene","POM121B",NA
"210684_s_at","ENSG00000132535","protein_coding","DLG4",NA
"213842_x_at","ENSG00000130305","protein_coding","NSUN5",NA
"213773_x_at","ENSG00000130305","protein_coding","NSUN5",NA
"211269_s_at","ENSG00000134460","protein_coding","IL2RA",NA
"210169_at","ENSG00000103184","protein_coding","SEC14L5",NA
"213031_s_at","ENSG00000177082","protein_coding","WDR73",NA
"211844_s_at","ENSG00000118257","protein_coding","NRP2",NA
"210841_s_at","ENSG00000118257","protein_coding","NRP2",NA
"210842_at","ENSG00000118257","protein_coding","NRP2",NA
"213618_at","ENSG00000047365","protein_coding","ARAP2",NA
"213718_at","ENSG00000173933","protein_coding","RBM4",NA
"211023_at","ENSG00000168291","protein_coding","PDHB",NA
"209685_s_at","ENSG00000166501","protein_coding","PRKCB",NA
"209497_s_at","ENSG00000173914","protein_coding","RBM4B",NA
"210791_s_at","ENSG00000134909","protein_coding","ARHGAP32",NA
"212783_at","ENSG00000122257","protein_coding","RBBP6",NA
"212781_at","ENSG00000122257","protein_coding","RBBP6",NA
"213587_s_at","ENSG00000171130","protein_coding","ATP6V0E2",NA
"213228_at","ENSG00000284762","protein_coding","",NA
"213228_at","ENSG00000113231","protein_coding","PDE8B",NA
"212930_at","ENSG00000070961","protein_coding","ATP2B1",NA
"213786_at","ENSG00000106052","protein_coding","TAX1BP1",NA
"213212_x_at","ENSG00000259404","transcribed_unprocessed_pseudogene","EFL1P1",NA
"213461_at","ENSG00000167005","protein_coding","NUDT21",NA
"212211_at","ENSG00000132466","protein_coding","ANKRD17",NA
"213461_at","ENSG00000288725","protein_coding","",NA
"213100_at","ENSG00000107731","protein_coding","UNC5B",NA
"209636_at","ENSG00000077150","protein_coding","NFKB2",NA
"209568_s_at","ENSG00000143344","protein_coding","RGL1",NA
"212318_at","ENSG00000064419","protein_coding","TNPO3",NA
"212317_at","ENSG00000064419","protein_coding","TNPO3",NA
"212321_at","ENSG00000166224","protein_coding","SGPL1",NA
"212322_at","ENSG00000166224","protein_coding","SGPL1",NA
"212847_at","ENSG00000162613","protein_coding","FUBP1",NA
"212042_x_at","ENSG00000244363","processed_pseudogene","RPL7P23",NA
"210246_s_at","ENSG00000006071","protein_coding","ABCC8",NA
"211020_at","ENSG00000111846","protein_coding","GCNT2",NA
"212129_at","ENSG00000140157","protein_coding","NIPA2",NA
"212133_at","ENSG00000140157","protein_coding","NIPA2",NA
"210495_x_at","ENSG00000115414","protein_coding","FN1",NA
"212464_s_at","ENSG00000115414","protein_coding","FN1",NA
"211719_x_at","ENSG00000115414","protein_coding","FN1",NA
"211233_x_at","ENSG00000091831","protein_coding","ESR1",NA
"211235_s_at","ENSG00000091831","protein_coding","ESR1",NA
"211234_x_at","ENSG00000091831","protein_coding","ESR1",NA
"212872_s_at","ENSG00000124641","protein_coding","MED20",NA
"210536_s_at","ENSG00000106304","protein_coding","SPAM1",NA
"210929_s_at","ENSG00000145192","protein_coding","AHSG",NA
"213208_at","ENSG00000112624","protein_coding","BICRAL",NA
"212136_at","ENSG00000058668","protein_coding","ATP2B4",NA
"212135_s_at","ENSG00000058668","protein_coding","ATP2B4",NA
"210521_s_at","ENSG00000090512","protein_coding","FETUB",NA
"210513_s_at","ENSG00000112715","protein_coding","VEGFA",NA
"210512_s_at","ENSG00000112715","protein_coding","VEGFA",NA
"212171_x_at","ENSG00000112715","protein_coding","VEGFA",NA
"211527_x_at","ENSG00000112715","protein_coding","VEGFA",NA
"213381_at","ENSG00000165633","protein_coding","VSTM4",NA
"212145_at","ENSG00000113048","protein_coding","MRPS27",NA
"210722_at","ENSG00000187021","protein_coding","PNLIPRP1",NA
"210585_s_at","ENSG00000105576","protein_coding","TNPO2",NA
"211517_s_at","ENSG00000091181","protein_coding","IL5RA",NA
"210744_s_at","ENSG00000091181","protein_coding","IL5RA",NA
"211516_at","ENSG00000091181","protein_coding","IL5RA",NA
"213575_at","ENSG00000164548","protein_coding","TRA2A",NA
"213632_at","ENSG00000102967","protein_coding","DHODH",NA
"210469_at","ENSG00000151208","protein_coding","DLG5",NA
"212706_at","ENSG00000105808","protein_coding","RASA4",NA
"212707_s_at","ENSG00000105808","protein_coding","RASA4",NA
"209469_at","ENSG00000150625","protein_coding","GPM6A",NA
"209470_s_at","ENSG00000150625","protein_coding","GPM6A",NA
"211721_s_at","ENSG00000204519","protein_coding","ZNF551",NA
"209668_x_at","ENSG00000172831","protein_coding","CES2",NA
"213509_x_at","ENSG00000172831","protein_coding","CES2",NA
"209667_at","ENSG00000172831","protein_coding","CES2",NA
"209911_x_at","ENSG00000158373","protein_coding","H2BC5",NA
"211240_x_at","ENSG00000198561","protein_coding","CTNND1",NA
"210732_s_at","ENSG00000116977","protein_coding","LGALS8",NA
"210731_s_at","ENSG00000116977","protein_coding","LGALS8",NA
"212081_x_at","ENSG00000204469","protein_coding","PRRC2A",NA
"210977_s_at","ENSG00000102878","protein_coding","HSF4",NA
"210657_s_at","ENSG00000108387","protein_coding","SEPTIN4",NA
"210348_at","ENSG00000108387","protein_coding","SEPTIN4",NA
"212195_at","ENSG00000134352","protein_coding","IL6ST",NA
"211000_s_at","ENSG00000134352","protein_coding","IL6ST",NA
"212196_at","ENSG00000134352","protein_coding","IL6ST",NA
"212334_at","ENSG00000135677","protein_coding","GNS",NA
"212335_at","ENSG00000135677","protein_coding","GNS",NA
"209792_s_at","ENSG00000129451","protein_coding","KLK10",NA
"213202_at","ENSG00000099381","protein_coding","SETD1A",NA
"211469_s_at","ENSG00000172215","protein_coding","CXCR6",NA
"213360_s_at","ENSG00000196313","protein_coding","POM121",NA
"212178_s_at","ENSG00000196313","protein_coding","POM121",NA
"213336_at","ENSG00000009954","protein_coding","BAZ1B",NA
"213625_at","ENSG00000187626","protein_coding","ZKSCAN4",NA
"210112_at","ENSG00000107521","protein_coding","HPS1",NA
"209637_s_at","ENSG00000159788","protein_coding","RGS12",NA
"209639_s_at","ENSG00000159788","protein_coding","RGS12",NA
"209999_x_at","ENSG00000185338","protein_coding","SOCS1",NA
"210001_s_at","ENSG00000185338","protein_coding","SOCS1",NA
"210165_at","ENSG00000213918","protein_coding","DNASE1",NA
"212509_s_at","ENSG00000182534","protein_coding","MXRA7",NA
"210569_s_at","ENSG00000129450","protein_coding","SIGLEC9",NA
"209502_s_at","ENSG00000175866","protein_coding","BAIAP2",NA
"213216_at","ENSG00000169914","protein_coding","OTUD3",NA
"213452_at","ENSG00000096654","protein_coding","ZNF184",NA
"209467_s_at","ENSG00000079277","protein_coding","MKNK1",NA
"213312_at","ENSG00000111850","protein_coding","SMIM8",NA
"213314_at","ENSG00000111850","protein_coding","SMIM8",NA
"213915_at","ENSG00000105374","protein_coding","NKG7",NA
"210361_s_at","ENSG00000109381","protein_coding","ELF2",NA
"210237_at","ENSG00000117407","protein_coding","ARTN",NA
"211766_s_at","ENSG00000266200","protein_coding","PNLIPRP2",NA
"210891_s_at","ENSG00000277053","transcribed_unprocessed_pseudogene","GTF2IP1",NA
"213360_s_at","ENSG00000272391","protein_coding","POM121C",NA
"212178_s_at","ENSG00000272391","protein_coding","POM121C",NA
"210956_at","ENSG00000264717","protein_coding","NPY4R2",NA
"210784_x_at","ENSG00000204577","protein_coding","LILRB3",NA
"210225_x_at","ENSG00000204577","protein_coding","LILRB3",NA
"211135_x_at","ENSG00000204577","protein_coding","LILRB3",NA
"211133_x_at","ENSG00000204577","protein_coding","LILRB3",NA
"211711_s_at","ENSG00000171862","protein_coding","PTEN",NA
"212551_at","ENSG00000112186","protein_coding","CAP2",NA
"212554_at","ENSG00000112186","protein_coding","CAP2",NA
"213009_s_at","ENSG00000108395","protein_coding","TRIM37",NA
"211600_at","ENSG00000248923","processed_pseudogene","MTND5P11",NA
"210313_at","ENSG00000239961","protein_coding","LILRA4",NA
"209587_at","ENSG00000069011","protein_coding","PITX1",NA
"210644_s_at","ENSG00000167613","protein_coding","LAIR1",NA
"213638_at","ENSG00000112137","protein_coding","PHACTR1",NA
"213108_at","ENSG00000070808","protein_coding","CAMK2A",NA
"210314_x_at","ENSG00000161955","protein_coding","TNFSF13",NA
"211495_x_at","ENSG00000161955","protein_coding","TNFSF13",NA
"209500_x_at","ENSG00000161955","protein_coding","TNFSF13",NA
"209499_x_at","ENSG00000161955","protein_coding","TNFSF13",NA
"210474_s_at","ENSG00000008128","protein_coding","CDK11A",NA
"211289_x_at","ENSG00000008128","protein_coding","CDK11A",NA
"212401_s_at","ENSG00000008128","protein_coding","CDK11A",NA
"213870_at","ENSG00000204248","protein_coding","COL11A2",NA
"213333_at","ENSG00000146701","protein_coding","MDH2",NA
"209940_at","ENSG00000041880","protein_coding","PARP3",NA
"209933_s_at","ENSG00000167851","protein_coding","CD300A",NA
"209642_at","ENSG00000169679","protein_coding","BUB1",NA
"212968_at","ENSG00000169733","protein_coding","RFNG",NA
"210474_s_at","ENSG00000268575","lncRNA","",NA
"211289_x_at","ENSG00000268575","lncRNA","",NA
"212401_s_at","ENSG00000268575","lncRNA","",NA
"213607_x_at","ENSG00000008130","protein_coding","NADK",NA
"212782_x_at","ENSG00000214783","lncRNA","POLR2J4",NA
"212785_s_at","ENSG00000174720","protein_coding","LARP7",NA
"212782_x_at","ENSG00000272655","transcribed_unprocessed_pseudogene","",NA
"210559_s_at","ENSG00000170312","protein_coding","CDK1",NA
"210910_s_at","ENSG00000146707","protein_coding","POMZP3",NA
"209442_x_at","ENSG00000151150","protein_coding","ANK3",NA
"212218_s_at","ENSG00000169710","protein_coding","FASN",NA
"210325_at","ENSG00000158477","protein_coding","CD1A",NA
"209698_at","ENSG00000204536","protein_coding","CCHCR1",NA
"211501_s_at","ENSG00000106263","protein_coding","EIF3B",NA
"213894_at","ENSG00000005108","protein_coding","THSD7A",NA
"210304_at","ENSG00000133256","protein_coding","PDE6B",NA
"209492_x_at","ENSG00000169020","protein_coding","ATP5ME",NA
"211728_s_at","ENSG00000186792","protein_coding","HYAL3",NA
"210874_s_at","ENSG00000243477","protein_coding","NAA80",NA
"210619_s_at","ENSG00000243477","protein_coding","NAA80",NA
"212757_s_at","ENSG00000148660","protein_coding","CAMK2G",NA
"212669_at","ENSG00000148660","protein_coding","CAMK2G",NA
"211506_s_at","ENSG00000169429","protein_coding","CXCL8",NA
"210887_s_at","ENSG00000072840","protein_coding","EVC",NA
"211940_x_at","ENSG00000163041","protein_coding","H3-3A",NA
"213828_x_at","ENSG00000163041","protein_coding","H3-3A",NA
"213294_at","ENSG00000055332","protein_coding","EIF2AK2",NA
"210975_x_at","ENSG00000164896","protein_coding","FASTK",NA
"211176_s_at","ENSG00000106331","protein_coding","PAX4",NA
"210176_at","ENSG00000174125","protein_coding","TLR1",NA
"213455_at","ENSG00000197712","protein_coding","FAM114A1",NA
"211419_s_at","ENSG00000106069","protein_coding","CHN2",NA
"213385_at","ENSG00000106069","protein_coding","CHN2",NA
"210683_at","ENSG00000171119","protein_coding","NRTN",NA
"212616_at","ENSG00000177200","protein_coding","CHD9",NA
"212615_at","ENSG00000177200","protein_coding","CHD9",NA
"211225_at","ENSG00000267740","protein_coding","",NA
"213318_s_at","ENSG00000204463","protein_coding","BAG6",NA
"210208_x_at","ENSG00000204463","protein_coding","BAG6",NA
"210302_s_at","ENSG00000181541","protein_coding","MAB21L2",NA
"210303_at","ENSG00000181541","protein_coding","MAB21L2",NA
"212692_s_at","ENSG00000198589","protein_coding","LRBA",NA
"213182_x_at","ENSG00000129757","protein_coding","CDKN1C",NA
"213348_at","ENSG00000129757","protein_coding","CDKN1C",NA
"212721_at","ENSG00000153914","protein_coding","SREK1",NA
"212879_x_at","ENSG00000105229","protein_coding","PIAS4",NA
"212881_at","ENSG00000105229","protein_coding","PIAS4",NA
"213598_at","ENSG00000068796","protein_coding","KIF2A",NA
"213303_x_at","ENSG00000178951","protein_coding","ZBTB7A",NA
"213299_at","ENSG00000178951","protein_coding","ZBTB7A",NA
"213490_s_at","ENSG00000126934","protein_coding","MAP2K2",NA
"213151_s_at","ENSG00000122545","protein_coding","SEPTIN7",NA
"211442_x_at","ENSG00000021461","protein_coding","CYP3A43",NA
"211440_x_at","ENSG00000021461","protein_coding","CYP3A43",NA
"211441_x_at","ENSG00000021461","protein_coding","CYP3A43",NA
"211546_x_at","ENSG00000145335","protein_coding","SNCA",NA
"209800_at","ENSG00000186832","protein_coding","KRT16",NA
"212227_x_at","ENSG00000173812","protein_coding","EIF1",NA
"211956_s_at","ENSG00000173812","protein_coding","EIF1",NA
"212130_x_at","ENSG00000173812","protein_coding","EIF1",NA
"212225_at","ENSG00000173812","protein_coding","EIF1",NA
"213646_x_at","ENSG00000167552","protein_coding","TUBA1A",NA
"211058_x_at","ENSG00000167552","protein_coding","TUBA1A",NA
"212639_x_at","ENSG00000167552","protein_coding","TUBA1A",NA
"213934_s_at","ENSG00000167377","protein_coding","ZNF23",NA
"213847_at","ENSG00000135406","protein_coding","PRPH",NA
"209505_at","ENSG00000175745","protein_coding","NR2F1",NA
"209506_s_at","ENSG00000175745","protein_coding","NR2F1",NA
"209424_s_at","ENSG00000242110","protein_coding","AMACR",NA
"209425_at","ENSG00000242110","protein_coding","AMACR",NA
"209426_s_at","ENSG00000242110","protein_coding","AMACR",NA
"212474_at","ENSG00000105778","protein_coding","AVL9",NA
"212471_at","ENSG00000105778","protein_coding","AVL9",NA
"212475_at","ENSG00000105778","protein_coding","AVL9",NA
"213797_at","ENSG00000134321","protein_coding","RSAD2",NA
"213178_s_at","ENSG00000138834","protein_coding","MAPK8IP3",NA
"213177_at","ENSG00000138834","protein_coding","MAPK8IP3",NA
"212980_at","ENSG00000173209","transcribed_unitary_pseudogene","AHSA2P",NA
"210054_at","ENSG00000214367","protein_coding","HAUS3",NA
"210778_s_at","ENSG00000123933","protein_coding","MXD4",NA
"212346_s_at","ENSG00000123933","protein_coding","MXD4",NA
"212347_x_at","ENSG00000123933","protein_coding","MXD4",NA
"211672_s_at","ENSG00000241553","protein_coding","ARPC4",NA
"210267_at","ENSG00000001461","protein_coding","NIPAL3",NA
"210778_s_at","ENSG00000284276","miRNA","MIR4800",NA
"213067_at","ENSG00000133026","protein_coding","MYH10",NA
"212372_at","ENSG00000133026","protein_coding","MYH10",NA
"210504_at","ENSG00000105610","protein_coding","KLF1",NA
"209807_s_at","ENSG00000008441","protein_coding","NFIX",NA
"212679_at","ENSG00000106638","protein_coding","TBL2",NA
"212685_s_at","ENSG00000106638","protein_coding","TBL2",NA
"209501_at","ENSG00000140743","protein_coding","CDR2",NA
"213365_at","ENSG00000196678","protein_coding","ERI2",NA
"213748_at","ENSG00000166436","protein_coding","TRIM66",NA
"209683_at","ENSG00000197872","protein_coding","CYRIA",NA
"212275_s_at","ENSG00000080603","protein_coding","SRCAP",NA
"213138_at","ENSG00000196843","protein_coding","ARID5A",NA
"213667_at","ENSG00000282034","protein_coding","",NA
"212275_s_at","ENSG00000282034","protein_coding","",NA
"212082_s_at","ENSG00000092841","protein_coding","MYL6",NA
"212102_s_at","ENSG00000250135","lncRNA","",NA
"212300_at","ENSG00000084652","protein_coding","TXLNA",NA
"212447_at","ENSG00000170852","protein_coding","KBTBD2",NA
"211742_s_at","ENSG00000185862","protein_coding","EVI2B",NA
"210239_at","ENSG00000176842","protein_coding","IRX5",NA
"213978_at","ENSG00000132613","protein_coding","MTSS2",NA
"209925_at","ENSG00000230847","unprocessed_pseudogene","OCLNP1",NA
"209904_at","ENSG00000114854","protein_coding","TNNC1",NA
"211996_s_at","ENSG00000185864","protein_coding","NPIPB4",NA
"213827_at","ENSG00000004777","protein_coding","ARHGAP33",NA
"213157_s_at","ENSG00000179314","protein_coding","WSCD1",NA
"213155_at","ENSG00000179314","protein_coding","WSCD1",NA
"212064_x_at","ENSG00000103495","protein_coding","MAZ",NA
"213265_at","ENSG00000229183","protein_coding","PGA4",NA
"213013_at","ENSG00000263503","processed_pseudogene","MAPK8IP1P2",NA
"212041_at","ENSG00000159720","protein_coding","ATP6V0D1",NA
"213832_at","ENSG00000171385","protein_coding","KCND3",NA
"211827_s_at","ENSG00000171385","protein_coding","KCND3",NA
"211301_at","ENSG00000171385","protein_coding","KCND3",NA
"212053_at","ENSG00000179889","protein_coding","PDXDC1",NA
"211558_s_at","ENSG00000095059","protein_coding","DHPS",NA
"213889_at","ENSG00000108474","protein_coding","PIGL",NA
"211780_x_at","ENSG00000204843","protein_coding","DCTN1",NA
"209796_s_at","ENSG00000144785","protein_coding","",NA
"209796_s_at","ENSG00000257727","protein_coding","CNPY2",NA
"209797_at","ENSG00000257727","protein_coding","CNPY2",NA
"212674_s_at","ENSG00000132153","protein_coding","DHX30",NA
"211996_s_at","ENSG00000169203","protein_coding","NPIPB12",NA
"210366_at","ENSG00000134538","protein_coding","SLCO1B1",NA
"209509_s_at","ENSG00000172269","protein_coding","DPAGT1",NA
"212525_s_at","ENSG00000172269","protein_coding","DPAGT1",NA
"210057_at","ENSG00000157106","protein_coding","SMG1",NA
"211829_s_at","ENSG00000164850","protein_coding","GPER1",NA
"210640_s_at","ENSG00000164850","protein_coding","GPER1",NA
"211773_s_at","ENSG00000189298","protein_coding","ZKSCAN3",NA
"213147_at","ENSG00000253293","protein_coding","HOXA10",NA
"213150_at","ENSG00000253293","protein_coding","HOXA10",NA
"213878_at","ENSG00000121350","protein_coding","PYROXD1",NA
"212674_s_at","ENSG00000221585","miRNA","MIR1226",NA
"211255_x_at","ENSG00000158796","protein_coding","DEDD",NA
"212918_at","ENSG00000004700","protein_coding","RECQL",NA
"210568_s_at","ENSG00000004700","protein_coding","RECQL",NA
"212917_x_at","ENSG00000004700","protein_coding","RECQL",NA
"212696_s_at","ENSG00000063978","protein_coding","RNF4",NA
"210244_at","ENSG00000164047","protein_coding","CAMP",NA
"211623_s_at","ENSG00000105202","protein_coding","FBL",NA
"210062_s_at","ENSG00000164048","protein_coding","ZNF589",NA
"210061_at","ENSG00000164048","protein_coding","ZNF589",NA
"211676_s_at","ENSG00000027697","protein_coding","IFNGR1",NA
"210444_at","ENSG00000226306","transcribed_unitary_pseudogene","NPY6R",NA
"210337_s_at","ENSG00000131473","protein_coding","ACLY",NA
"209530_at","ENSG00000167535","protein_coding","CACNB3",NA
"212505_s_at","ENSG00000129933","protein_coding","MAU2",NA
"211373_s_at","ENSG00000288674","protein_coding","",NA
"210056_at","ENSG00000172602","protein_coding","RND1",NA
"213060_s_at","ENSG00000064886","protein_coding","CHI3L2",NA
"212345_s_at","ENSG00000182158","protein_coding","CREB3L2",NA
"213052_at","ENSG00000114302","protein_coding","PRKAR2A",NA
"213028_at","ENSG00000170322","protein_coding","NFRKB",NA
"210131_x_at","ENSG00000143252","protein_coding","SDHC",NA
"211250_s_at","ENSG00000087266","protein_coding","SH3BP2",NA
"210866_s_at","ENSG00000080802","protein_coding","CNOT4",NA
"210867_at","ENSG00000080802","protein_coding","CNOT4",NA
"210203_at","ENSG00000080802","protein_coding","CNOT4",NA
"210204_s_at","ENSG00000080802","protein_coding","CNOT4",NA
"210829_s_at","ENSG00000145687","protein_coding","SSBP2",NA
"210828_s_at","ENSG00000143437","protein_coding","ARNT",NA
"209675_s_at","ENSG00000105323","protein_coding","HNRNPUL1",NA
"212814_at","ENSG00000158467","protein_coding","AHCYL2",NA
"210412_at","ENSG00000273079","protein_coding","GRIN2B",NA
"210411_s_at","ENSG00000273079","protein_coding","GRIN2B",NA
"213817_at","ENSG00000090376","protein_coding","IRAK3",NA
"209868_s_at","ENSG00000225422","processed_pseudogene","RBMS1P1",NA
"210047_at","ENSG00000110911","protein_coding","SLC11A2",NA
