"affy_hg_u133_plus_2","ensembl_gene_id","gene_biotype","external_gene_name","p_value"
"219169_s_at","ENSG00000029639","protein_coding","TFB1M",NA
"36829_at","ENSG00000179094","protein_coding","PER1",NA
"45526_g_at","ENSG00000122390","protein_coding","NAA60",NA
"218661_at","ENSG00000122390","protein_coding","NAA60",NA
"221089_at","ENSG00000074771","protein_coding","NOX3",NA
"221673_s_at","ENSG00000169118","protein_coding","CSNK1G1",NA
"220640_at","ENSG00000169118","protein_coding","CSNK1G1",NA
"221257_x_at","ENSG00000145868","protein_coding","FBXO38",NA
"219608_s_at","ENSG00000145868","protein_coding","FBXO38",NA
"50277_at","ENSG00000100083","protein_coding","GGA1",NA
"45572_s_at","ENSG00000100083","protein_coding","GGA1",NA
"221100_at","ENSG00000204542","protein_coding","C6orf15",NA
"220362_at","ENSG00000204540","protein_coding","PSORS1C1",NA
"220635_at","ENSG00000204538","protein_coding","PSORS1C2",NA
"219417_s_at","ENSG00000196544","protein_coding","BORCS6",NA
"220101_x_at","ENSG00000279152","TEC","",NA
"220024_s_at","ENSG00000105227","protein_coding","PRX",NA
"219702_at","ENSG00000170965","protein_coding","PLAC1",NA
"219157_at","ENSG00000109466","protein_coding","KLHL2",NA
"220649_at","ENSG00000146856","protein_coding","AGBL3",NA
"221433_at","ENSG00000105550","protein_coding","FGF21",NA
"221004_s_at","ENSG00000135916","protein_coding","ITM2C",NA
"221673_s_at","ENSG00000259316","protein_coding","",NA
"220547_s_at","ENSG00000189014","unprocessed_pseudogene","SHLD2P3",NA
"32625_at","ENSG00000169418","protein_coding","NPR1",NA
"48580_at","ENSG00000154832","protein_coding","CXXC1",NA
"218526_s_at","ENSG00000108961","protein_coding","RANGRF",NA
"220716_at","ENSG00000215032","processed_pseudogene","GNL3LP1",NA
"219324_at","ENSG00000273899","protein_coding","NOL12",NA
"222057_at","ENSG00000273899","protein_coding","NOL12",NA
"219237_s_at","ENSG00000164031","protein_coding","DNAJB14",NA
"48106_at","ENSG00000211584","protein_coding","SLC48A1",NA
"219324_at","ENSG00000100101","protein_coding","",NA
"219710_at","ENSG00000169247","protein_coding","SH3TC2",NA
"218734_at","ENSG00000110583","protein_coding","NAA40",NA
"222369_at","ENSG00000110583","protein_coding","NAA40",NA
"218718_at","ENSG00000145431","protein_coding","PDGFC",NA
"219113_x_at","ENSG00000087076","protein_coding","HSD17B14",NA
"218912_at","ENSG00000179562","protein_coding","GCC1",NA
"219011_at","ENSG00000105559","protein_coding","PLEKHA4",NA
"218776_s_at","ENSG00000137842","protein_coding","TMEM62",NA
"219188_s_at","ENSG00000133315","protein_coding","MACROD1",NA
"218947_s_at","ENSG00000107951","protein_coding","MTPAP",NA
"221609_s_at","ENSG00000115596","protein_coding","WNT6",NA
"222217_s_at","ENSG00000143554","protein_coding","SLC27A3",NA
"221925_s_at","ENSG00000104218","protein_coding","CSPP1",NA
"220072_at","ENSG00000104218","protein_coding","CSPP1",NA
"218538_s_at","ENSG00000124532","protein_coding","MRS2",NA
"218536_at","ENSG00000124532","protein_coding","MRS2",NA
"218776_s_at","ENSG00000166946","protein_coding","CCNDBP1",NA
"220685_at","ENSG00000184083","protein_coding","FAM120C",NA
"40284_at","ENSG00000125798","protein_coding","FOXA2",NA
"37028_at","ENSG00000087074","protein_coding","PPP1R15A",NA
"219511_s_at","ENSG00000064692","protein_coding","SNCAIP",NA
"221684_s_at","ENSG00000188937","protein_coding","NYX",NA
"218969_at","ENSG00000217930","protein_coding","PAM16",NA
"221440_s_at","ENSG00000089050","protein_coding","RBBP9",NA
"37950_at","ENSG00000085377","protein_coding","PREP",NA
"218984_at","ENSG00000091127","protein_coding","PUS7",NA
"219601_s_at","ENSG00000196233","protein_coding","LCOR",NA
"218969_at","ENSG00000103426","protein_coding","CORO7-PAM16",NA
"220793_at","ENSG00000181433","protein_coding","SAGE1",NA
"220479_at","ENSG00000280837","lncRNA","CPS1-IT1",NA
"218645_at","ENSG00000198839","protein_coding","ZNF277",NA
"221312_at","ENSG00000065325","protein_coding","GLP2R",NA
"219311_at","ENSG00000101624","protein_coding","CEP76",NA
"52285_f_at","ENSG00000101624","protein_coding","CEP76",NA
"219040_at","ENSG00000262246","protein_coding","CORO7",NA
"31845_at","ENSG00000102034","protein_coding","ELF4",NA
"218583_s_at","ENSG00000043093","protein_coding","DCUN1D1",NA
"219183_s_at","ENSG00000100055","protein_coding","CYTH4",NA
"218467_at","ENSG00000128789","protein_coding","PSMG2",NA
"222355_at","ENSG00000245680","protein_coding","ZNF585B",NA
"220373_at","ENSG00000197410","protein_coding","DCHS2",NA
"34471_at","ENSG00000133020","protein_coding","MYH8",NA
"218767_at","ENSG00000148300","protein_coding","REXO4",NA
"221827_at","ENSG00000125826","protein_coding","RBCK1",NA
"220295_x_at","ENSG00000024526","protein_coding","DEPDC1",NA
"219223_at","ENSG00000160325","protein_coding","CACFD1",NA
"61874_at","ENSG00000160325","protein_coding","CACFD1",NA
"218929_at","ENSG00000168564","protein_coding","CDKN2AIP",NA
"221931_s_at","ENSG00000085415","protein_coding","SEH1L",NA
"220960_x_at","ENSG00000213178","processed_pseudogene","RPL22P1",NA
"221775_x_at","ENSG00000213178","processed_pseudogene","RPL22P1",NA
"220131_at","ENSG00000221857","lncRNA","",NA
"220091_at","ENSG00000160326","protein_coding","SLC2A6",NA
"220131_at","ENSG00000221946","protein_coding","FXYD7",NA
"221770_at","ENSG00000197713","protein_coding","RPE",NA
"219021_at","ENSG00000137522","protein_coding","RNF121",NA
"218827_s_at","ENSG00000101639","protein_coding","CEP192",NA
"219081_at","ENSG00000131503","protein_coding","ANKHD1",NA
"218872_at","ENSG00000088992","protein_coding","TESC",NA
"218775_s_at","ENSG00000151718","protein_coding","WWC2",NA
"220642_x_at","ENSG00000117262","protein_coding","GPR89A",NA
"222140_s_at","ENSG00000117262","protein_coding","GPR89A",NA
"219376_at","ENSG00000242375","lncRNA","",NA
"219376_at","ENSG00000188801","processed_pseudogene","ZNF322P1",NA
"220503_at","ENSG00000081800","protein_coding","SLC13A1",NA
"220502_s_at","ENSG00000081800","protein_coding","SLC13A1",NA
"220919_s_at","ENSG00000197748","protein_coding","CFAP43",NA
"220629_at","ENSG00000237941","lncRNA","KCNQ1DN",NA
"221012_s_at","ENSG00000171206","protein_coding","TRIM8",NA
"219196_at","ENSG00000104112","protein_coding","SCG3",NA
"31874_at","ENSG00000185340","protein_coding","GAS2L1",NA
"219081_at","ENSG00000254996","protein_coding","ANKHD1-EIF4EBP3",NA
"219119_at","ENSG00000128534","protein_coding","LSM8",NA
"220157_x_at","ENSG00000106086","protein_coding","PLEKHA8",NA
"220606_s_at","ENSG00000170222","protein_coding","ADPRM",NA
"221884_at","ENSG00000085276","protein_coding","MECOM",NA
"57739_at","ENSG00000256453","protein_coding","DND1",NA
"222070_at","ENSG00000256453","protein_coding","DND1",NA
"220099_s_at","ENSG00000269955","protein_coding","FMC1-LUC7L2",NA
"38766_at","ENSG00000281991","protein_coding","TMEM265",NA
"221196_x_at","ENSG00000185515","protein_coding","BRCC3",NA
"220514_at","ENSG00000183562","lncRNA","",NA
"219299_at","ENSG00000183665","protein_coding","TRMT12",NA
"221864_at","ENSG00000261487","lncRNA","",NA
"221864_at","ENSG00000175938","protein_coding","ORAI3",NA
"222259_s_at","ENSG00000054796","protein_coding","SPO11",NA
"219062_s_at","ENSG00000141664","protein_coding","ZCCHC2",NA
"218893_at","ENSG00000063241","protein_coding","ISOC2",NA
"221810_at","ENSG00000139998","protein_coding","RAB15",NA
"59697_at","ENSG00000139998","protein_coding","RAB15",NA
"222269_at","ENSG00000155008","protein_coding","APOOL",NA
"218943_s_at","ENSG00000107201","protein_coding","DDX58",NA
"220840_s_at","ENSG00000000460","protein_coding","C1orf112",NA
"219104_at","ENSG00000110315","protein_coding","RNF141",NA
"218561_s_at","ENSG00000214113","protein_coding","LYRM4",NA
"219211_at","ENSG00000288811","lncRNA","",NA
"33307_at","ENSG00000182841","transcribed_unprocessed_pseudogene","RRP7BP",NA
"218625_at","ENSG00000124785","protein_coding","NRN1",NA
"218543_s_at","ENSG00000059378","protein_coding","PARP12",NA
"220748_s_at","ENSG00000213015","protein_coding","ZNF580",NA
"218943_s_at","ENSG00000288684","protein_coding","",NA
"218902_at","ENSG00000148400","protein_coding","NOTCH1",NA
"220351_at","ENSG00000225415","processed_pseudogene","ACKR4P1",NA
"219198_at","ENSG00000125484","protein_coding","GTF3C4",NA
"219047_s_at","ENSG00000167394","protein_coding","ZNF668",NA
"221141_x_at","ENSG00000063245","protein_coding","EPN1",NA
"220050_at","ENSG00000165698","protein_coding","SPACA9",NA
"219251_s_at","ENSG00000126870","protein_coding","DYNC2I1",NA
"221075_s_at","ENSG00000096264","protein_coding","NCR2",NA
"49878_at","ENSG00000121680","protein_coding","PEX16",NA
"221603_at","ENSG00000121680","protein_coding","PEX16",NA
"221604_s_at","ENSG00000121680","protein_coding","PEX16",NA
"219645_at","ENSG00000143318","protein_coding","CASQ1",NA
"221303_at","ENSG00000171815","protein_coding","PCDHB1",NA
"219553_at","ENSG00000143156","protein_coding","NME7",NA
"221634_at","ENSG00000184319","transcribed_unprocessed_pseudogene","RPL23AP82",NA
"219142_at","ENSG00000250302","lncRNA","LINC01618",NA
"219987_at","ENSG00000226887","protein_coding","ERVMER34-1",NA
"221820_s_at","ENSG00000103510","protein_coding","KAT8",NA
"219142_at","ENSG00000128045","protein_coding","RASL11B",NA
"219487_at","ENSG00000179941","protein_coding","BBS10",NA
"41160_at","ENSG00000071655","protein_coding","MBD3",NA
"222183_x_at","ENSG00000071655","protein_coding","MBD3",NA
"219243_at","ENSG00000133574","protein_coding","GIMAP4",NA
"219985_at","ENSG00000153976","protein_coding","HS3ST3A1",NA
"219509_at","ENSG00000177791","protein_coding","MYOZ1",NA
"219804_at","ENSG00000166317","protein_coding","SYNPO2L",NA
"221971_x_at","ENSG00000242288","lncRNA","BMS1P4-AGAP5",NA
"221850_x_at","ENSG00000242288","lncRNA","BMS1P4-AGAP5",NA
"221062_at","ENSG00000125430","protein_coding","HS3ST3B1",NA
"222048_at","ENSG00000100058","transcribed_unprocessed_pseudogene","CRYBB2P1",NA
"221666_s_at","ENSG00000103490","protein_coding","PYCARD",NA
"219034_at","ENSG00000138617","protein_coding","PARP16",NA
"221289_at","ENSG00000006377","protein_coding","DLX6",NA
"221448_s_at","ENSG00000133863","protein_coding","TEX15",NA
"219257_s_at","ENSG00000176170","protein_coding","SPHK1",NA
"218627_at","ENSG00000136048","protein_coding","DRAM1",NA
"38037_at","ENSG00000113070","protein_coding","HBEGF",NA
"219641_at","ENSG00000140543","protein_coding","DET1",NA
"222013_x_at","ENSG00000118894","protein_coding","EEF2KMT",NA
"221360_s_at","ENSG00000121853","protein_coding","GHSR",NA
"220183_s_at","ENSG00000170917","protein_coding","NUDT6",NA
"220632_s_at","ENSG00000009830","protein_coding","POMT2",NA
"220670_at","ENSG00000279863","TEC","",NA
"221971_x_at","ENSG00000264204","unprocessed_pseudogene","AGAP7P",NA
"221850_x_at","ENSG00000264204","unprocessed_pseudogene","AGAP7P",NA
"221534_at","ENSG00000175573","protein_coding","C11orf68",NA
"52255_s_at","ENSG00000080573","protein_coding","COL5A3",NA
"218975_at","ENSG00000080573","protein_coding","COL5A3",NA
"219202_at","ENSG00000129667","protein_coding","RHBDF2",NA
"220585_at","ENSG00000156510","protein_coding","HKDC1",NA
"220683_at","ENSG00000080511","protein_coding","RDH8",NA
"218680_x_at","ENSG00000242028","protein_coding","HYPK",NA
"53720_at","ENSG00000130813","protein_coding","SHFL",NA
"218761_at","ENSG00000157450","protein_coding","RNF111",NA
"218693_at","ENSG00000099282","protein_coding","TSPAN15",NA
"221376_at","ENSG00000158815","protein_coding","FGF17",NA
"221621_at","ENSG00000234912","lncRNA","SNHG20",NA
"221649_s_at","ENSG00000130810","protein_coding","PPAN",NA
"219665_at","ENSG00000275074","protein_coding","NUDT18",NA
"219338_s_at","ENSG00000137821","protein_coding","LRRC49",NA
"220163_s_at","ENSG00000168453","protein_coding","HR",NA
"219648_at","ENSG00000118242","protein_coding","MREG",NA
"219313_at","ENSG00000178075","protein_coding","GRAMD1C",NA
"41469_at","ENSG00000124102","protein_coding","PI3",NA
"218777_at","ENSG00000168476","protein_coding","REEP4",NA
"48117_at","ENSG00000176476","protein_coding","SGF29",NA
"221822_at","ENSG00000176476","protein_coding","SGF29",NA
"222154_s_at","ENSG00000196141","protein_coding","SPATS2L",NA
"219414_at","ENSG00000158258","protein_coding","CLSTN2",NA
"220433_at","ENSG00000130032","protein_coding","PRRG3",NA
"221985_at","ENSG00000114796","protein_coding","KLHL24",NA
"221986_s_at","ENSG00000114796","protein_coding","KLHL24",NA
"220379_at","ENSG00000106328","protein_coding","FSCN3",NA
"221406_s_at","ENSG00000204410","protein_coding","MSH5",NA
"77508_r_at","ENSG00000177548","protein_coding","RABEP2",NA
"74694_s_at","ENSG00000177548","protein_coding","RABEP2",NA
"219057_at","ENSG00000177548","protein_coding","RABEP2",NA
"222267_at","ENSG00000146842","protein_coding","TMEM209",NA
"219684_at","ENSG00000136514","protein_coding","RTP4",NA
"220964_s_at","ENSG00000174903","protein_coding","RAB1B",NA
"48031_r_at","ENSG00000170271","protein_coding","FAXDC2",NA
"48030_i_at","ENSG00000170271","protein_coding","FAXDC2",NA
"220751_s_at","ENSG00000170271","protein_coding","FAXDC2",NA
"221220_s_at","ENSG00000136021","protein_coding","SCYL2",NA
"37254_at","ENSG00000125846","protein_coding","ZNF133",NA
"221261_x_at","ENSG00000187243","protein_coding","MAGED4B",NA
"222256_s_at","ENSG00000243789","protein_coding","JMJD7",NA
"219025_at","ENSG00000174807","protein_coding","CD248",NA
"219095_at","ENSG00000168970","protein_coding","JMJD7-PLA2G4B",NA
"222256_s_at","ENSG00000168970","protein_coding","JMJD7-PLA2G4B",NA
"60528_at","ENSG00000168970","protein_coding","JMJD7-PLA2G4B",NA
"220630_s_at","ENSG00000134216","protein_coding","CHIA",NA
"220067_at","ENSG00000137877","protein_coding","SPTBN5",NA
"219067_s_at","ENSG00000107672","protein_coding","NSMCE4A",NA
"221406_s_at","ENSG00000255152","protein_coding","MSH5-SAPCD1",NA
"219719_at","ENSG00000131097","protein_coding","HIGD1B",NA
"221489_s_at","ENSG00000187678","protein_coding","SPRY4",NA
"221097_s_at","ENSG00000275163","protein_coding","",NA
"219052_at","ENSG00000166189","protein_coding","HPS6",NA
"35160_at","ENSG00000198728","protein_coding","LDB1",NA
"218587_s_at","ENSG00000163389","protein_coding","POGLUT1",NA
"222094_at","ENSG00000181625","protein_coding","SLX1B",NA
"221301_at","ENSG00000204396","protein_coding","VWA7",NA
"221307_at","ENSG00000182132","protein_coding","KCNIP1",NA
"220557_s_at","ENSG00000175115","protein_coding","PACS1",NA
"222094_at","ENSG00000260280","lncRNA","SLX1B-SULT1A4",NA
"220825_s_at","ENSG00000183853","protein_coding","KIRREL1",NA
"220197_at","ENSG00000105929","protein_coding","ATP6V0A4",NA
"222039_at","ENSG00000186185","protein_coding","KIF18B",NA
"221199_at","ENSG00000125861","protein_coding","GFRA4",NA
"218813_s_at","ENSG00000148341","protein_coding","SH3GLB2",NA
"218713_at","ENSG00000128915","protein_coding","ICE2",NA
"220480_at","ENSG00000164107","protein_coding","HAND2",NA
"220686_s_at","ENSG00000197181","protein_coding","PIWIL2",NA
"221381_s_at","ENSG00000234801","processed_pseudogene","MORF4",NA
"219588_s_at","ENSG00000146918","protein_coding","NCAPG2",NA
"218796_at","ENSG00000101311","protein_coding","FERMT1",NA
"60474_at","ENSG00000101311","protein_coding","FERMT1",NA
"220274_at","ENSG00000132321","protein_coding","IQCA1",NA
"219717_at","ENSG00000163257","protein_coding","DCAF16",NA
"219656_at","ENSG00000113555","protein_coding","PCDH12",NA
"218663_at","ENSG00000109805","protein_coding","NCAPG",NA
"218662_s_at","ENSG00000109805","protein_coding","NCAPG",NA
"221096_s_at","ENSG00000113119","protein_coding","TMCO6",NA
"220520_s_at","ENSG00000198088","protein_coding","NUP62CL",NA
"219254_at","ENSG00000181396","protein_coding","OGFOD3",NA
"53071_s_at","ENSG00000181396","protein_coding","OGFOD3",NA
"64438_at","ENSG00000181396","protein_coding","OGFOD3",NA
"221817_at","ENSG00000167130","protein_coding","DOLPP1",NA
"222315_at","ENSG00000287978","lncRNA","",NA
"220671_at","ENSG00000151014","protein_coding","NOCT",NA
"220400_at","ENSG00000253532","lncRNA","",NA
"221752_at","ENSG00000084112","protein_coding","SSH1",NA
"221753_at","ENSG00000084112","protein_coding","SSH1",NA
"219370_at","ENSG00000177519","protein_coding","RPRM",NA
"218549_s_at","ENSG00000176623","protein_coding","RMDN1",NA
"219766_at","ENSG00000123810","protein_coding","B9D2",NA
"221014_s_at","ENSG00000172007","protein_coding","RAB33B",NA
"220287_at","ENSG00000163638","protein_coding","ADAMTS9",NA
"219951_s_at","ENSG00000089091","protein_coding","DZANK1",NA
"221876_at","ENSG00000204946","protein_coding","ZNF783",NA
"78495_at","ENSG00000204946","protein_coding","ZNF783",NA
"218596_at","ENSG00000107021","protein_coding","TBC1D13",NA
"44696_at","ENSG00000107021","protein_coding","TBC1D13",NA
"219777_at","ENSG00000133561","protein_coding","GIMAP6",NA
"222006_at","ENSG00000168924","protein_coding","LETM1",NA
"218939_at","ENSG00000168924","protein_coding","LETM1",NA
"219579_at","ENSG00000167994","protein_coding","RAB3IL1",NA
"220123_at","ENSG00000115084","protein_coding","SLC35F5",NA
"221387_at","ENSG00000148734","protein_coding","NPFFR1",NA
"218565_at","ENSG00000198917","protein_coding","SPOUT1",NA
"219326_s_at","ENSG00000170340","protein_coding","B3GNT2",NA
"222035_s_at","ENSG00000090060","protein_coding","PAPOLA",NA
"220304_s_at","ENSG00000170289","protein_coding","CNGB3",NA
"219722_s_at","ENSG00000102886","protein_coding","GDPD3",NA
"218565_at","ENSG00000286112","protein_coding","",NA
"41329_at","ENSG00000000457","protein_coding","SCYL3",NA
"218619_s_at","ENSG00000101945","protein_coding","SUV39H1",NA
"38691_s_at","ENSG00000168484","protein_coding","SFTPC",NA
"218952_at","ENSG00000102109","protein_coding","PCSK1N",NA
"221563_at","ENSG00000143507","protein_coding","DUSP10",NA
"219028_at","ENSG00000064393","protein_coding","HIPK2",NA
"221358_at","ENSG00000125522","protein_coding","NPBWR2",NA
"220761_s_at","ENSG00000135090","protein_coding","TAOK3",NA
"221659_s_at","ENSG00000106436","protein_coding","MYL10",NA
